date,total_return_index,equity_return_percent,unit_nav
2012-12-04,79.75247088584919,1.0738,2.165
2012-12-05,82.58894726537531,3.5566,2.242
2012-12-06,82.44160858345388,-0.1784,2.238
2012-12-07,84.02564165077638,1.9214,2.281
2012-12-10,84.9465626832689,1.096,2.306
2012-12-11,84.46771890942331,-0.5637,2.293
2012-12-12,84.79925470614279,0.3925,2.302
2012-12-13,83.87833480003408,-1.086,2.277
2012-12-14,88.07778751013258,5.0066,2.391
2012-12-17,88.4830334104667,0.4601,2.402
2012-12-18,88.55673977729764,0.0833,2.371
2012-12-19,88.66876405311592,0.1265,2.374
2012-12-20,89.15431420507079,0.5476,2.387
2012-12-21,88.66877980990998,-0.5446,2.374
2012-12-24,89.00492315416936,0.3791,2.383
2012-12-25,91.507385573572,2.8116,2.45
2012-12-26,91.88091872148331,0.4082,2.46
2012-12-27,91.39532806604028,-0.5285,2.447
2012-12-28,92.70255544336885,1.4303,2.482
2012-12-31,94.30862721642522,1.7325,2.525
2013-01-04,94.38331964918062,0.0792,2.527
2013-01-07,94.79794557239948,0.4393,2.5381
2013-01-08,94.40576647156648,-0.4137,2.5276
2013-01-09,94.43191686887911,0.0277,2.5283
2013-01-10,94.60000568090571,0.178,2.5328
2013-01-11,92.83703997503635,-1.8636,2.4856
2013-01-14,96.35166463441126,3.7858,2.5797
2013-01-15,97.02400655023018,0.6978,2.5977
2013-01-16,96.32931466333054,-0.716,2.5791
2013-01-17,95.41794301730076,-0.9461,2.5547
2013-01-18,97.0127585168919,1.6714,2.5974
2013-01-21,97.58794716213856,0.5929,2.6128
2013-01-22,97.06877928323598,-0.532,2.5989
2013-01-23,97.46841144754507,0.4117,2.6096
2013-01-24,96.53836786551258,-0.9542,2.5847
2013-01-25,96.12750057187696,-0.4256,2.5737
2013-01-28,99.10053190956398,3.0928,2.6533
2013-01-29,99.97449950047442,0.8819,2.6767
2013-01-30,100.44138041314163,0.467,2.6892
2013-01-31,100.37036835718953,-0.0707,2.6873
2013-02-01,102.4470312784998,2.069,2.7429
2013-02-04,102.59639905010384,0.1458,2.7469
2013-02-05,103.48160078110814,0.8628,2.7706
2013-02-06,103.63475355026418,0.148,2.7747
2013-02-07,103.02973385903773,-0.5838,2.7585
2013-02-08,103.47791320132455,0.435,2.7705
2013-02-18,102.19685663589216,-1.238,2.7362
2013-02-19,100.2696283134525,-1.8858,2.6846
2013-02-20,100.90453559993328,0.6332,2.7016
2013-02-21,97.48326641588194,-3.3906,2.61
2013-02-22,96.95666181070335,-0.5402,2.5959
2013-02-25,97.26294790536336,0.3159,2.6041
2013-02-26,95.87354669453525,-1.4285,2.5669
2013-02-27,96.87830146389399,1.048,2.5938
2013-02-28,99.79162574551621,3.0072,2.6718
2013-03-01,99.60860790389894,-0.1834,2.6669
2013-03-04,95.022029944356,-4.6046,2.5441
2013-03-05,97.8718356444172,2.9991,2.6204
2013-03-06,98.89900055950535,1.0495,2.6479
2013-03-07,97.76354113408168,-1.1481,2.6175
2013-03-08,97.30786526885572,-0.4661,2.6053
2013-03-11,96.76624969076927,-0.5566,2.5908
2013-03-12,95.39178188016159,-1.4204,2.554
2013-03-13,94.34228149591605,-1.1002,2.5259
2013-03-14,94.58879787746488,0.2613,2.5325
2013-03-15,94.79424474645474,0.2172,2.538
2013-03-18,93.40854247675107,-1.4618,2.5009
2013-03-19,94.24520279171533,0.8957,2.5233
2013-03-20,97.39007096367207,3.3369,2.6075
2013-03-21,97.57686511978041,0.1918,2.6125
2013-03-22,97.70010470042669,0.1263,2.6158
2013-03-25,97.50958949626086,-0.195,2.6107
2013-03-26,96.0977481499445,-1.4479,2.5729
2013-03-27,96.41150729765407,0.3265,2.5813
2013-03-28,93.29654790837417,-3.2309,2.4979
2013-03-29,93.15837572092187,-0.1481,2.4942
2013-04-01,93.09866120208476,-0.0641,2.4926
2013-04-02,92.87084877812326,-0.2447,2.4865
2013-04-03,92.79237291090575,-0.0845,2.4844
2013-04-08,92.38900446586204,-0.4347,2.4736
2013-04-09,93.0202061443728,0.6832,2.4905
2013-04-10,92.87453650155072,-0.1566,2.4866
2013-04-11,92.60185686238216,-0.2936,2.4793
2013-04-12,92.02670672940991,-0.6211,2.4639
2013-04-15,91.07800340973643,-1.0309,2.4385
2013-04-16,91.91464594905825,0.9186,2.4609
2013-04-17,91.87356010231903,-0.0447,2.4598
2013-04-18,92.10517334733697,0.2521,2.466
2013-04-19,94.67113137162045,2.7859,2.5347
2013-04-22,94.55165640382947,-0.1262,2.5315
2013-04-23,91.52628705387613,-3.1997,2.4505
2013-04-24,93.23691335891309,1.869,2.4963
2013-04-25,92.20608604481694,-1.1056,2.4687
2013-04-26,91.44040670630078,-0.8304,2.4482
2013-05-02,91.51511351857984,0.0817,2.4502
2013-05-03,93.14353344852945,1.7794,2.4938
2013-05-06,94.3723760853159,1.3193,2.5267
2013-05-07,94.52554245170236,0.1623,2.5308
2013-05-08,95.01112016327676,0.5137,2.5438
2013-05-09,94.45464003248044,-0.5857,2.5289
2013-05-10,94.94391506784869,0.518,2.542
2013-05-13,94.56670289328413,-0.3973,2.5319
2013-05-14,93.1772343276731,-1.4693,2.4947
2013-05-15,93.68896369860069,0.5492,2.5084
2013-05-16,95.42951726619329,1.8578,2.555
2013-05-17,96.89741410078187,1.5382,2.5943
2013-05-20,97.57714946069886,0.7015,2.6125
2013-05-21,97.77513349695462,0.2029,2.6178
2013-05-22,97.90585885044004,0.1337,2.6213
2013-05-23,96.62476068738204,-1.3085,2.587
2013-05-24,97.17011083670162,0.5644,2.6016
2013-05-27,97.24852711614685,0.0807,2.6037
2013-05-28,98.91808982967686,1.7168,2.6484
2013-05-29,98.85082552859268,-0.068,2.6466
2013-05-30,98.5445856711051,-0.3098,2.6384
2013-05-31,97.52494484316617,-1.0347,2.6111
2013-06-03,97.51002352660517,-0.0153,2.6107
2013-06-04,96.1504412685737,-1.3943,2.5743
2013-06-05,95.99352374842339,-0.1632,2.5701
2013-06-06,94.8207708687889,-1.2217,2.5387
2013-06-07,93.29311342932183,-1.6111,2.4978
2013-06-13,90.31631676601903,-3.1908,2.4181
2013-06-14,90.95873672717572,0.7113,2.4353
2013-06-17,90.4843869151435,-0.5215,2.4226
2013-06-18,91.08945601044508,0.6687,2.4388
2013-06-19,90.4582060802927,-0.693,2.4219
2013-06-20,87.50754985615963,-3.2619,2.3429
2013-06-21,87.41041647581929,-0.111,2.3403
2013-06-24,81.92742328154057,-6.2727,2.1935
2013-06-25,81.73317336094004,-0.2371,2.1883
2013-06-26,81.93489083279484,0.2468,2.1937
2013-06-27,81.71448597645463,-0.269,2.1878
2013-06-28,83.28691783009954,1.9243,2.2299
2013-06-30,83.28316991879719,-0.0045,2.2298
2013-07-01,83.79111397213194,0.6099,2.2434
2013-07-02,84.11605591211587,0.3878,2.2521
2013-07-03,83.52219655737633,-0.706,2.2362
2013-07-04,84.23931813701796,0.8586,2.2554
2013-07-05,84.46339472326244,0.266,2.2614
2013-07-08,82.1663282403686,-2.7196,2.1999
2013-07-09,82.14019934798816,-0.0318,2.1992
2013-07-10,84.45967429717665,2.8238,2.2613
2013-07-11,88.47480275359013,4.7539,2.3688
2013-07-12,86.54003576697461,-2.1868,2.317
2013-07-15,87.73151897941432,1.3768,2.3489
2013-07-16,88.13113604836556,0.4555,2.3596
2013-07-17,86.83878106935232,-1.4664,2.325
2013-07-18,85.4456265046567,-1.6043,2.2877
2013-07-19,83.37647521321993,-2.4216,2.2323
2013-07-22,83.90308103066663,0.6316,2.2464
2013-07-23,86.31219019630015,2.8713,2.3109
2013-07-24,85.72207375192805,-0.6837,2.2951
2013-07-25,85.31497962368014,-0.4749,2.2842
2013-07-26,84.80701423500075,-0.5954,2.2706
2013-07-29,82.98807339368845,-2.1448,2.2219
2013-07-30,83.4923089276285,0.6076,2.2354
2013-07-31,83.64919097610351,0.1879,2.2396
2013-08-01,85.63251329414692,2.371,2.2927
2013-08-02,85.70718484573942,0.0872,2.2947
2013-08-05,86.88745848825009,1.3771,2.3263
2013-08-06,87.47012578487231,0.6706,2.3419
2013-08-07,86.97714415594876,-0.5636,2.3287
2013-08-08,86.86885761147461,-0.1245,2.3258
2013-08-09,87.22745225569477,0.4128,2.3354
2013-08-12,89.75975242212985,2.9031,2.4032
2013-08-13,89.99878264283,0.2663,2.4096
2013-08-14,89.62528769486225,-0.415,2.3996
2013-08-15,88.59065337371277,-1.1544,2.3719
2013-08-16,87.92958991823812,-0.7462,2.3542
2013-08-19,88.98659151864527,1.2021,2.3825
2013-08-20,88.2694485775965,-0.8059,2.3633
2013-08-21,88.12000840115464,-0.1693,2.3593
2013-08-22,87.95936562583933,-0.1823,2.355
2013-08-23,87.3206926720301,-0.7261,2.3379
2013-08-26,89.15835664931298,2.1045,2.3871
2013-08-27,89.35628820107446,0.222,2.3924
2013-08-28,88.87447909509427,-0.5392,2.3795
2013-08-29,88.4934742032136,-0.4287,2.3693
2013-08-30,88.31418642447788,-0.2026,2.3645
2013-09-02,88.55696212295877,0.2749,2.371
2013-09-03,89.85299326362826,1.4635,2.4057
2013-09-04,89.70734156154792,-0.1621,2.4018
2013-09-05,89.36744044437121,-0.3789,2.3927
2013-09-06,89.97996488117693,0.6854,2.4091
2013-09-09,93.12107547521394,3.4909,2.4932
2013-09-10,94.4955425492281,1.476,2.53
2013-09-11,94.79065212860934,0.3123,2.5379
2013-09-12,95.72443484272827,0.9851,2.5629
2013-09-13,95.0035341239277,-0.7531,2.5436
2013-09-16,94.59644398020666,-0.4285,2.5327
2013-09-17,92.69902850685168,-2.0058,2.4819
2013-09-18,92.8969409327138,0.2135,2.4872
2013-09-23,94.4095818219212,1.6283,2.5277
2013-09-24,93.32273871598724,-1.1512,2.4986
2013-09-25,92.76252231547517,-0.6003,2.4836
2013-09-26,91.05940240576304,-1.836,2.438
2013-09-27,91.46279555842057,0.443,2.4488
2013-09-30,91.99693828448174,0.584,2.4631
2013-10-08,93.23319314114862,1.3438,2.4962
2013-10-09,93.67763577285247,0.4767,2.5081
2013-10-10,92.76633973205416,-0.9728,2.4837
2013-10-11,94.25663097984962,1.6065,2.5236
2013-10-14,94.40979800519187,0.1625,2.5277
2013-10-15,94.2155970506952,-0.2057,2.5225
2013-10-16,92.4526347986826,-1.8712,2.4753
2013-10-17,92.13885055617587,-0.3394,2.4669
2013-10-18,92.6206446057341,0.5229,2.4798
2013-10-21,94.3424623889547,1.859,2.5259
2013-10-22,93.37507477961836,-1.0254,2.5
2013-10-23,92.33300894507782,-1.116,2.4721
2013-10-24,91.64577435949961,-0.7443,2.4537
2013-10-25,90.43192607810805,-1.3245,2.4212
2013-10-28,90.33480218950015,-0.1074,2.4186
2013-10-29,90.56262656062206,0.2522,2.4247
2013-10-30,91.91092294485661,1.4888,2.4608
2013-10-31,90.61488702041119,-1.4101,2.4261
2013-11-01,91.03697116415226,0.4658,2.4374
2013-11-04,90.8651843995655,-0.1887,2.4328
2013-11-05,90.9922139273561,0.1398,2.4362
2013-11-06,89.84179936667255,-1.2643,2.4054
2013-11-07,89.34129070240081,-0.5571,2.392
2013-11-08,88.0975705945327,-1.3921,2.3587
2013-11-11,88.39639755398936,0.3392,2.3667
2013-11-12,89.31147706146825,1.0352,2.3912
2013-11-13,87.33188817240081,-2.2165,2.3382
2013-11-14,87.95185724653668,0.7099,2.3548
2013-11-15,89.70728836532031,1.9959,2.4018
2013-11-18,92.6691539052781,3.3017,2.4811
2013-11-19,92.03047809656292,-0.6892,2.464
2013-11-20,92.51225764939844,0.5235,2.4769
2013-11-21,91.94830292676771,-0.6096,2.4618
2013-11-22,91.48515932492559,-0.5037,2.4494
2013-11-25,91.12287809399889,-0.396,2.4397
2013-11-26,91.0743095999748,-0.0533,2.4384
2013-11-27,92.09771161694971,1.1237,2.4658
2013-11-28,93.05764606513318,1.0423,2.4915
2013-11-29,93.03149686658888,-0.0281,2.4908
2013-12-02,92.24714831650667,-0.8431,2.4698
2013-12-03,93.1622400278064,0.992,2.4943
2013-12-04,94.39477646337428,1.323,2.5273
2013-12-05,94.12216434894806,-0.2888,2.52
2013-12-06,93.51705295434867,-0.6429,2.5038
2013-12-09,93.46103623962901,-0.0599,2.5023
2013-12-10,93.56188069773158,0.1079,2.505
2013-12-11,92.02306844589599,-1.6447,2.4638
2013-12-12,91.90353047998477,-0.1299,2.4606
2013-12-13,91.8101564930171,-0.1016,2.4581
2013-12-16,90.31245741014651,-1.6313,2.418
2013-12-17,89.86802980723118,-0.4921,2.4061
2013-12-18,89.89786599312718,0.0332,2.4069
2013-12-19,88.95294952367342,-1.0511,2.3816
2013-12-20,86.87625396409375,-2.3346,2.326
2013-12-23,87.11898621766943,0.2794,2.3325
2013-12-24,87.2534108134033,0.1543,2.3361
2013-12-25,87.8958576772224,0.7363,2.3533
2013-12-26,86.37569881869484,-1.7295,2.3126
2013-12-27,87.83233860357332,1.6864,2.3516
2013-12-30,87.67547004682734,-0.1786,2.3474
2013-12-31,88.84076471921972,1.3291,2.3786
2014-01-02,88.53079929111436,-0.3489,2.3703
2014-01-03,87.33563350068432,-1.35,2.3383
2014-01-06,85.33363877394814,-2.2923,2.2847
2014-01-07,85.3075266804833,-0.0306,2.284
2014-01-08,85.45690015970084,0.1751,2.288
2014-01-09,84.70240118819083,-0.8829,2.2678
2014-01-10,84.03011822996017,-0.7937,2.2498
2014-01-13,83.59685894036649,-0.5156,2.2382
2014-01-14,84.32891663410727,0.8757,2.2578
2014-01-15,84.17948579383163,-0.1772,2.2538
2014-01-16,84.29152868942322,0.1331,2.2568
2014-01-17,83.02159251818837,-1.5066,2.2228
2014-01-20,82.53981821680533,-0.5803,2.2099
2014-01-21,83.35027669187615,0.9819,2.1836
2014-01-22,85.49546276309495,2.5737,2.2398
2014-01-23,85.04122536943463,-0.5313,2.2279
2014-01-24,85.56031700908967,0.6104,2.2415
2014-01-27,84.43049302298463,-1.3205,2.2119
2014-01-28,84.5717452378121,0.1673,2.2156
2014-01-29,84.87332808133013,0.3566,2.2235
2014-01-30,83.91519308062,-1.1289,2.1984
2014-02-07,84.2854269124917,0.4412,2.2081
2014-02-10,86.38101548181699,2.4863,2.263
2014-02-11,87.06048854959695,0.7866,2.2808
2014-02-12,87.2780527104824,0.2499,2.2865
2014-02-13,86.83145091476285,-0.5117,2.2748
2014-02-14,87.43840275665706,0.699,2.2907
2014-02-17,88.0491599999123,0.6985,2.3067
2014-02-18,86.94220596039341,-1.2572,2.2777
2014-02-19,87.93847669849356,1.1459,2.3038
2014-02-20,87.13304819041205,-0.9159,2.2827
2014-02-21,86.25892945096584,-1.0032,2.2598
2014-02-24,84.36563220844658,-2.1949,2.2102
2014-02-25,82.20899355230206,-2.5563,2.1537
2014-02-26,82.41130988543428,0.2461,2.159
2014-02-27,82.05628196244783,-0.4308,2.1497
2014-02-28,82.98384617375133,1.1304,2.174
2014-03-03,83.42283072001048,0.529,2.1855
2014-03-04,83.18232269904469,-0.2883,2.1792
2014-03-05,82.41130574994725,-0.9269,2.159
2014-03-06,82.77391549524701,0.44,2.1685
2014-03-07,82.57161604577662,-0.2444,2.1632
2014-03-10,79.88440537318287,-3.2544,2.0928
2014-03-11,80.29668878931386,0.5161,2.1036
2014-03-12,80.50666463049792,0.2615,2.1091
2014-03-13,81.50671841853796,1.2422,2.1353
2014-03-14,80.83868935437962,-0.8196,2.1178
2014-03-17,81.60212993664238,0.9444,2.1378
2014-03-18,81.41893315493462,-0.2245,2.133
2014-03-19,80.75854418811495,-0.8111,2.1157
2014-03-20,79.46834568616563,-1.5976,2.0819
2014-03-21,82.19379206981837,3.4296,2.1533
2014-03-24,82.8541369953073,0.8034,2.1706
2014-03-25,82.77401704483283,-0.0967,2.1685
2014-03-26,82.64041978132246,-0.1614,2.165
2014-03-27,82.0602013940378,-0.7021,2.1498
2014-03-28,81.91511895797315,-0.1768,2.146
2014-03-31,81.69755240202078,-0.2656,2.1403
2014-04-01,82.33503840341375,0.7803,2.157
2014-04-02,83.0068099817472,0.8159,2.1746
2014-04-03,82.40750081367898,-0.722,2.1589
2014-04-04,83.17471464625433,0.931,2.179
2014-04-08,85.14054902691856,2.3635,2.2305
2014-04-09,85.19401729170747,0.0628,2.2319
2014-04-10,86.5146949477635,1.5502,2.2665
2014-04-11,86.40395613823037,-0.128,2.2636
2014-04-14,86.32377326693408,-0.0928,2.2615
2014-04-15,84.8427162889933,-1.7157,2.2227
2014-04-16,84.95725395598343,0.135,2.2257
2014-04-17,84.65947878086772,-0.3505,2.2179
2014-04-18,84.64424007468716,-0.018,2.2175
2014-04-21,83.22805729399757,-1.6731,2.1804
2014-04-22,83.59068193962752,0.4357,2.1899
2014-04-23,83.51051847564742,-0.0959,2.1878
2014-04-24,83.3693021889051,-0.1691,2.1841
2014-04-25,82.5065966498543,-1.0348,2.1615
2014-04-28,81.25076374224686,-1.5221,2.1286
2014-04-29,82.13249703037773,1.0852,2.1517
2014-04-30,82.1591900919126,0.0325,2.1524
2014-05-05,82.07136191770435,-0.1069,2.1501
2014-05-06,82.10574981834786,0.0419,2.151
2014-05-07,81.3461074210285,-0.9252,2.1311
2014-05-08,81.35375395512608,0.0094,2.1313
2014-05-09,81.285010033034,-0.0845,2.1295
2014-05-12,83.03702713928602,2.1554,2.1754
2014-05-13,82.84238834767153,-0.2344,2.1703
2014-05-14,82.75838616588699,-0.1014,2.1681
2014-05-15,81.68956160855456,-1.2915,2.1401
2014-05-16,81.77353847788815,0.1028,2.1423
2014-05-19,80.60932861057846,-1.4237,2.1118
2014-05-20,80.63222165990386,0.0284,2.1124
2014-05-21,81.40330759563753,0.9563,2.1326
2014-05-22,81.23537257206773,-0.2063,2.1282
2014-05-23,81.92627941579316,0.8505,2.1463
2014-05-26,82.2278500503227,0.3681,2.1542
2014-05-27,81.90337895402412,-0.3946,2.1457
2014-05-28,82.75075131268245,1.0346,2.1679
2014-05-29,82.21634696070515,-0.6458,2.1539
2014-05-30,82.26978758622961,0.065,2.1553
2014-06-03,82.03309740734403,-0.2877,2.1491
2014-06-04,81.21621182336169,-0.9958,2.1277
2014-06-05,82.08270758730514,1.0669,2.1504
2014-06-06,81.54834916091178,-0.651,2.1364
2014-06-09,81.51785007832561,-0.0374,2.1356
2014-06-10,82.5446489179122,1.2596,2.1625
2014-06-11,82.52558110401216,-0.0231,2.162
2014-06-12,82.26603815144004,-0.3145,2.1552
2014-06-13,83.15920052765021,1.0857,2.1786
2014-06-16,83.76992169632528,0.7344,2.1946
2014-06-17,82.9989033370323,-0.9204,2.1744
2014-06-18,82.68209652299485,-0.3817,2.1661
2014-06-19,81.43392759388372,-1.5096,2.1334
2014-06-20,81.88816604200241,0.5578,2.1453
2014-06-23,81.82707747013508,-0.0746,2.1437
2014-06-24,82.35764424045144,0.6484,2.1576
2014-06-25,81.99123508122567,-0.4449,2.148
2014-06-26,82.613384573022,0.7588,2.1643
2014-06-27,82.71648607696913,0.1248,2.167
2014-06-30,83.29285455195347,0.6968,2.1821
2014-07-01,83.29668602326285,0.0046,2.1822
2014-07-02,83.55240684935426,0.307,2.1889
2014-07-03,83.98370437351062,0.5162,2.2002
2014-07-04,83.94935503842186,-0.0409,2.1993
2014-07-07,83.86540568338343,-0.1,2.1971
2014-07-08,84.02189853038861,0.1866,2.2012
2014-07-09,82.83475312605276,-1.4129,2.1701
2014-07-10,82.70114066926044,-0.1613,2.1666
2014-07-11,83.15922228742747,0.5539,2.1786
2014-07-14,84.12112501162615,1.1567,2.2038
2014-07-15,84.25470935814461,0.1588,2.2073
2014-07-16,84.12495710573307,-0.154,2.2039
2014-07-17,83.67833770845874,-0.5309,2.1922
2014-07-18,84.08677167481372,0.4881,2.2029
2014-07-21,84.17077435971686,0.0999,2.2051
2014-07-22,85.19378595128485,1.2154,2.2319
2014-07-23,85.39612119291915,0.2375,2.2372
2014-07-24,86.90771793415502,1.7701,2.2768
2014-07-25,87.83910794725536,1.0717,2.3012
2014-07-28,90.274447215093,2.7725,2.365
2014-07-29,90.57217234200839,0.3298,2.3728
2014-07-30,90.26295894563276,-0.3414,2.3647
2014-07-31,91.35468943408019,1.2095,2.3933
2014-08-01,90.55314338898557,-0.8774,2.3723
2014-08-04,92.3204690885084,1.9517,2.4186
2014-08-05,92.07618912730021,-0.2646,2.4122
2014-08-06,91.8356861212997,-0.2612,2.4059
2014-08-07,90.4576916510496,-1.5005,2.3698
2014-08-08,90.6256715844456,0.1857,2.3742
2014-08-11,91.93494066182609,1.4447,2.4085
2014-08-12,91.61427158879764,-0.3488,2.4001
2014-08-13,91.68683009189596,0.0792,2.402
2014-08-14,90.8050778469022,-0.9617,2.3789
2014-08-15,91.77078984980399,1.0635,2.4042
2014-08-18,92.29755418354188,0.574,2.418
2014-08-19,92.30899908026063,0.0124,2.4183
2014-08-20,91.97687130156986,-0.3598,2.4096
2014-08-21,91.51496345389337,-0.5022,2.3975
2014-08-22,91.93483410621984,0.4588,2.4085
2014-08-25,91.06457896657037,-0.9466,2.3857
2014-08-26,90.335515947364,-0.8006,2.3666
2014-08-27,90.47671035878973,0.1563,2.3703
