date,signal_date,turnover,gross_decrease,us_decrease,factor_alignment,sale_top1,sale_top2,buy_top2,top1,top2,edge5,edge20,edge60
2005-08-25,2005-08-24,0.087061699,-0.08706169899999999,-0.0696346894,9.9118225e-05,0.0,0.0,0.052640827200000004,nasdaq,nasdaq|gold,-0.0003271959046589288,-0.0002556783435569153,0.003121171301762133
2005-09-07,2005-09-06,0.1287364271,0.1183254863,0.12353095670000003,-0.0191609358125,0.0905376576,0.0905376576,0.0,nasdaq,nasdaq|csi300,-8.372723176855532e-05,0.0028476002451428765,-0.003465807272949242
2005-09-15,2005-09-14,0.3313728478,-0.01914751800000003,0.15611266489999998,-0.006617737087500002,0.0112647929,0.0112647929,0.0,nasdaq,nasdaq|shanghai,0.0025217468068588393,0.009141883469485808,0.017524149300508038
2005-12-06,2005-12-05,0.64935919,-0.64935919,-0.1541979623,0.26685535913749997,0.0,0.0,0.64935919,gold,gold|nasdaq,0.0036471427819807674,0.015768566689288693,0.045147316094382384
2006-03-07,2006-03-06,0.9744872195999998,0.0,-0.07043450979999999,-0.18271635367499997,0.4872436097999999,0.4872436097999999,0.0,gold,gold|csi300,-0.009157756096210843,-0.011757827300826671,0.030569247188353185
2006-05-29,2006-05-26,0.997298812,0.6305449162000001,0.016228356200000016,-0.046267910924999996,0.0,0.4119633285,0.0110580245,csi300,csi300|shanghai,-0.014840941516074126,0.018170631832545303,0.018044808574825898
2006-06-08,2006-06-07,0.08128011830000001,-0.08128011830000004,-0.063478739,-0.02077892860000001,0.0,0.0,0.0034988351,csi300,csi300|shanghai,-0.0021939726267549563,0.0003883168347851837,0.0008170807291347897
2006-08-16,2006-08-15,0.5492647979,-0.5492647979,-0.4338199811,0.025457862387499995,0.0,0.0,0.4223756331,shanghai,shanghai|sp500,-0.008593199747433718,-0.005723859163723179,0.01780488895609591
2006-11-08,2006-11-07,0.3149460204,0.0,0.06154413709999995,-0.022872954349999988,0.0176209596,0.0369354289,0.0,shanghai,shanghai|csi300,-0.002865236482213345,-0.008509390934862502,-0.0207441106334549
2006-11-10,2006-11-09,0.4038758691,-1.000000082740371e-10,0.1715793833,0.09935373103749998,0.0,0.0,0.1589659697,csi300,csi300|shanghai,0.000681219700176562,0.010663188748453175,0.051318907892168183
2006-11-13,2006-11-10,0.4009030279,1.000000082740371e-10,0.17031642550000003,0.11834689225000003,0.0,0.0,0.15779585630000004,shanghai,shanghai|csi300,0.0068364866174483365,0.01968155937680178,0.059080925467778614
2006-12-05,2006-12-04,0.20541346419999995,0.0,0.016419812099999986,0.01586847959999999,0.0,0.0,0.02115797279999998,shanghai,shanghai|csi300,-0.002092383762112642,0.0017870422893995703,0.0031929721863642535
2007-02-05,2007-02-02,0.4602364001,1.000000082740371e-10,-0.04420462550000004,0.0707262611875,0.0,0.1177891468,0.1161003058,csi300,csi300|shanghai,-0.003966258936062341,-0.0035967533441848346,0.005343774579359592
2007-05-01,2007-04-30,0.5918673254000001,0.0,-0.18919583419999997,-0.147708430725,0.037009141499999995,0.1762444179,0.0,csi300,csi300|shanghai,-0.008700100919342618,-0.02891295395484179,-0.018579149976329565
2007-10-16,2007-10-15,0.6836139855000001,-1.000000082740371e-10,0.25861735329999996,0.034415215075000005,0.041236956500000005,0.0831896394,0.0,csi300,csi300|shanghai,-0.005499157063868032,0.03128905884558083,0.07603409904050427
2007-10-17,2007-10-16,0.5696783212,0.0,0.21551446110000003,0.0286793459,0.0343641304,0.0693246995,0.0,csi300,csi300|shanghai,-0.0009743113177822019,0.03294035372483815,0.06759448968753232
2008-01-09,2008-01-08,0.30336248199999993,0.30336248199999993,0.006776552599999985,-0.07225005863749999,0.0024256038,0.29381835349999996,0.0,csi300,csi300|gold,-0.0019248099203292277,-0.005841693353373849,0.004180749446302843
2008-01-10,2008-01-09,0.1744541607,0.17445416070000008,0.011443655100000005,-0.0378029398125,0.0010644736,0.1617959579,0.0,csi300,csi300|gold,0.0016646407853150482,-0.0012580131433606453,0.003243217223474975
2008-03-07,2008-03-06,0.2165788516,0.21657885159999996,0.0938077773,-0.0262076206625,0.1227710743,0.1227710743,0.0,gold,gold|csi300,-0.004902887540836716,0.0018505945989657265,0.0005036223511951914
