label,factor,family,ar1,dev_base_r2,dev_full_r2,dev_partial_r2,dev_cond_beta_sd,dev_cond_t_nw,dev_cond_p,val_base_oos_r2,val_full_oos_r2,val_delta_oos_r2,hold_base_oos_r2,hold_full_oos_r2,hold_delta_oos_r2,dev_cond_bh_q
fwd_portfolio_20,chg_vix3m_20,vix_term,0.919219413603943,0.2486410895921941,0.24993143490200054,0.0017173487822298985,0.0009465387844802986,0.8602593358206729,0.3896461030769804,0.04506584933545954,0.05935647163252755,0.014290622297068012,0.09365552604133032,0.10248080749695321,0.008825281455622891,0.7360893992732462
fwd_portfolio_20,vixterm_z252,vix_term,0.8954973050273486,0.24477580892618156,0.2507798343156892,0.007949990824540154,0.0020926554912766822,1.1601325747117637,0.24599483341683903,0.09549153657891551,0.10910735245777115,0.01361581587885563,0.08258596779270788,0.11019101179174529,0.027605043999037404,0.7360893992732462
fwd_portfolio_20,vix_pct252,vix,0.9470269540017628,0.23518453492544966,0.23870403154972553,0.004601759228198663,0.0016760976000243855,1.1048344204218132,0.2692313428373928,0.030915320014613612,0.04274444189688276,0.011829121882269145,0.08946124496764074,0.10678799582325538,0.017326750855614637,0.7360893992732462
fwd_portfolio_20,mom_shanghai_252,momentum,0.998149266086385,0.23531515849378792,0.23791227407268856,0.0033963215143444614,0.0016515949226556814,0.8200134017300924,0.41220846725291965,0.03166529998511314,0.041958121526598724,0.010292821541485586,0.08956752230095255,0.08814448766753102,-0.0014230346334215271,0.7360893992732462
fwd_portfolio_20,chg_vix3m_5,vix_term,0.7470514085787554,0.25330005359893026,0.2542021541393348,0.0012081165195637724,0.0007768053313136893,1.03635033374899,0.3000387320184619,0.04894524105991982,0.05418507141020523,0.005239830350285413,0.09388061001104919,0.09924937593946737,0.005368765928418173,0.7360893992732462
fwd_portfolio_20,dd_csi300_60,drawdown,0.982109129316838,0.23559191345310748,0.2365241417861521,0.0012195427409145278,-0.0009015903286991965,-0.8235462489833533,0.410197428118094,0.02740444273116549,0.03079177988295012,0.0033873371517846307,0.09222416917464538,0.08755187440698975,-0.004672294767655627,0.7360893992732462
fwd_portfolio_20,dd_csi300_120,drawdown,0.9916259547951438,0.2330383101080442,0.23360690392046424,0.0007413588187176935,-0.00075911530805471,-0.7834139339210908,0.4333840763300629,0.034312852555336004,0.035144752685332126,0.0008319001299961215,0.09124439418972008,0.09063858149276816,-0.000605812696951924,0.7360893992732462
fwd_portfolio_20,chg_real10_10,real_yield,0.8900857963414389,0.23480162412645345,0.2357486556716214,0.001237628796698408,0.0008440496432117334,0.9157251573728017,0.3598110666396071,0.028141012479554584,0.02572287333029699,-0.002418139149257592,0.08903415132009163,0.09197293213455293,0.002938780814461306,0.7360893992732462
fwd_portfolio_20,ma_dist_csi300_120,trend,0.9922889532141845,0.2330383101080442,0.23510790924130542,0.0026984387362982416,-0.0016060215005488268,-0.8547891638508216,0.392667878214343,0.034312852555336004,0.019345365221256072,-0.014967487334079932,0.09124439418972008,0.08910861783039592,-0.0021357763593241597,0.7360893992732462
fwd_portfolio_20,ma_dist_shanghai_120,trend,0.9918332995450441,0.2330383101080442,0.2356757207136676,0.003438777503991016,-0.0017986011361996437,-1.0215560198214544,0.30699108232412264,0.034312852555336004,0.018064002629640585,-0.01624884992569542,0.09124439418972008,0.08828631637682827,-0.002958077812891813,0.7360893992732462
