n,daily_alpha,annualized_alpha_linear,alpha_t_nw,alpha_p,beta_us,beta_us_t,beta_gold,beta_gold_t,beta_china,beta_china_t,r2
6394,0.00033076439457094405,0.08335262743187791,6.311727000672882,2.7593867701116783e-10,0.14899236352947504,14.683652383932884,0.2694004940320734,20.18562987466704,0.06851730019980388,8.632722363482463,0.43417565721986306
