date,portfolio_value,cash_ratio,target_gross,actual_gross,target_gold,target_nasdaq,target_sp500,target_csi300,target_shanghai,price_gold,price_nasdaq,price_sp500,price_csi300,price_shanghai
2008-08-11,268991.8084498419,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181.4598910000,16732.5008057824,8951.5227573532,2456.8110000000,2470.0740000000
2008-08-12,268999.4939300834,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,178.3038130000,16681.7199135239,8850.6914656326,2444.1550000000,2457.1980000000
2008-08-13,269007.1796299099,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,182.0101990000,16653.0897720727,8816.9587756110,2444.6720000000,2446.2970000000
2008-08-14,269014.8655493279,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,178.6286110000,16832.1294066802,8869.4751428591,2443.5120000000,2437.0820000000
2008-08-15,269022.5516883436,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,173.7219580000,16848.8595768068,8918.6589722451,2447.6150000000,2450.6100000000
2008-08-18,269030.2380469633,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,176.4902570000,16607.0950054625,8785.2740502546,2313.4020000000,2319.8680000000
2008-08-19,269037.9246251932,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,178.8810150000,16369.8028230900,8696.4491679025,2348.4720000000,2344.4690000000
2008-08-20,269045.6114230396,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,178.4206210000,16376.2364021469,8736.4878296216,2532.9400000000,2523.2820000000
2008-08-21,269053.2984405088,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,183.1564950000,16291.8095394534,8744.9780643218,2443.9790000000,2431.7160000000
2008-08-22,269060.9856776071,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181.9251920000,16500.4578316546,8830.0009566632,2404.9280000000,2405.2260000000
2008-08-25,269068.6731343408,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.2304060000,16199.7863394190,8675.4413597579,2400.5480000000,2413.3740000000
2008-08-26,269076.3608107161,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.5254170000,16167.6888535991,8703.4882129069,2331.5320000000,2350.0840000000
2008-08-27,269084.0487067392,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181.5865540000,16291.2159297603,8763.9665759495,2325.2920000000,2342.1470000000
2008-08-28,269091.7368224165,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,182.3287770000,16465.5278358117,8880.4227602310,2335.8650000000,2350.1430000000
2008-08-29,269099.4251577543,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181.9776750000,16181.9747652181,8768.1298101240,2391.6400000000,2397.3690000000
2008-09-01,269107.1137127588,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181.9776750000,16181.9747652181,8768.1298101240,2309.1710000000,2325.1350000000
2008-09-02,269114.8024874363,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,176.8705640000,16068.1235251872,8738.2784446496,2285.4110000000,2304.8910000000
2008-09-03,269122.4914817931,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,176.1897300000,15970.6691485430,8725.2097504893,2245.9640000000,2276.6720000000
2008-09-04,269130.1806958354,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,175.2721070000,15443.8929679916,8455.5696842911,2251.1460000000,2277.4110000000
2008-09-05,269137.8701295696,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,175.2062010000,15435.1633915376,8500.1231594504,2183.4320000000,2202.4460000000
2008-09-08,269145.5597830019,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,175.0893720000,15532.6836745867,8675.8868936823,2126.5180000000,2143.4210000000
2008-09-09,269153.2496561385,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,172.8668050000,15110.9485157858,8373.3477389752,2139.1450000000,2145.7790000000
2008-09-10,269160.9397489859,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,166.5853550000,15240.9543803981,8425.2996970547,2143.1760000000,2150.7590000000
2008-09-11,269168.6300615501,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,162.7221800000,15460.9064767904,8551.6226208407,2072.1260000000,2078.9810000000
2008-09-12,269176.3205938376,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,166.8928540000,15478.3971743833,8567.8887276511,2077.8460000000,2079.6730000000
2008-09-15,269184.0113458546,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,172.1922420000,14921.4878295868,8164.0336226487,2077.8460000000,2079.6730000000
2008-09-16,269191.7023176073,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,170.4863600000,15121.8777181916,8311.8617600526,2000.6510000000,1986.6360000000
2008-09-17,269199.3935091021,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,185.4717620000,14349.8355701715,7906.2373942829,1929.1350000000,1929.0470000000
2008-09-18,269207.0849203452,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,195.5971260000,15028.6686667532,8245.2999104745,1895.9900000000,1895.8370000000
2008-09-19,269214.7765513430,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,188.5637730000,15542.0830314546,8578.4588465271,2073.1130000000,2075.0910000000
2008-09-22,269222.4684021016,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,197.4001670000,14882.4216428869,8244.4181869096,2207.6140000000,2236.4100000000
2008-09-23,269230.1604726274,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,193.6779120000,14671.7586378409,8095.9616262511,2123.4780000000,2201.5100000000
2008-09-24,269237.8527629266,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,194.6549480000,14709.7196822884,8092.0244561509,2138.8530000000,2216.8110000000
2008-09-25,269245.5452730056,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,192.8777160000,14905.8571701252,8242.9853025387,2223.5320000000,2297.5010000000
2008-09-26,269253.2380028705,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,194.0204360000,14952.6425005308,8307.3203805036,2243.6570000000,2293.7840000000
2008-09-29,269260.9309525277,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,195.1851230000,13585.6098947383,7577.1314299020,2243.6570000000,2293.7840000000
2008-09-30,269268.6241219835,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,192.1085760000,14326.2770773266,7987.8370326743,2243.6570000000,2293.7840000000
2008-10-01,269276.3175112442,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,193.5369760000,14172.3224008163,7951.5398891910,2243.6570000000,2293.7840000000
2008-10-02,269284.0111203159,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,184.3732460000,13537.6017860934,7631.1662340686,2243.6570000000,2293.7840000000
2008-10-03,269291.7049492050,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,182.1537450000,13336.7347637604,7528.0960436114,2243.6570000000,2293.7840000000
2008-10-06,269299.3989979179,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,188.7520860000,12748.2122694769,7232.2852157252,2128.6960000000,2173.7380000000
2008-10-07,269307.0932664607,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,191.8623620000,11962.8614667267,6791.2116378311,2102.4480000000,2157.8390000000
2008-10-08,269314.7877548398,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,197.7451740000,11863.9989092644,6714.4317949417,2022.8810000000,2092.2240000000
2008-10-09,269322.4824630613,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,193.8031670000,11220.5269511721,6206.1016116821,1995.2970000000,2074.5830000000
2008-10-10,269330.1773911317,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,187.7241910000,11275.5398486578,6146.7896179533,1906.9600000000,2000.5720000000
2008-10-13,269337.8725390572,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,183.9763690000,12588.4794168038,6848.6652150468,1985.4860000000,2073.5680000000
2008-10-14,269345.5679068440,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,183.4760780000,12166.6666666667,6825.4000820681,1934.6190000000,2017.3210000000
2008-10-15,269353.2634944985,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,183.0346340000,11124.7523399604,6202.3638723782,1914.3560000000,1994.6670000000
2008-10-16,269360.9593020269,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,175.8516060000,11731.4692765283,6463.8469051148,1820.9030000000,1909.9410000000
2008-10-17,269368.6553294355,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,172.2533890000,11694.9708529526,6427.7269403459,1833.2620000000,1930.6510000000
2008-10-20,269376.3515767307,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,172.7841730000,12089.1302120684,6730.1847488304,1896.7330000000,1974.0060000000
2008-10-21,269384.0480439186,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,167.8531940000,11594.5713231375,6526.5078519004,1881.4060000000,1958.5290000000
2008-10-22,269391.7447310055,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,160.6855510000,11042.2005808987,6128.6861438578,1833.3230000000,1895.8220000000
2008-10-23,269399.4416379978,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,156.4979520000,10963.3827077794,6207.3043192957,1834.7800000000,1875.5610000000
2008-10-24,269407.1387649017,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,159.9644720000,10621.0308770393,6000.0136866309,1781.5980000000,1839.6210000000
2008-10-27,269414.8361117236,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,162.9077660000,10318.9069181011,5817.0704966561,1654.6710000000,1723.3510000000
2008-10-28,269422.5336784696,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,162.0763770000,11280.7413486527,6432.1570236630,1705.8200000000,1771.8210000000
2008-10-29,269430.2314651461,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,165.1013200000,11346.9452033222,6368.3421317503,1658.2230000000,1719.8120000000
2008-10-30,269437.9294717594,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,161.8387910000,11614.4472860054,6524.0491787585,1697.6560000000,1763.6070000000
2008-10-31,269445.6276983158,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,157.3903050000,11770.3987415361,6625.7437931742,1663.6600000000,1728.7860000000
2008-11-03,269453.3261448214,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,159.2529860000,11804.8536983978,6607.6764748118,1653.5420000000,1719.7740000000
2008-11-04,269461.0248112827,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,165.7059120000,12168.9316671680,6875.3247108365,1627.7590000000,1706.7030000000
2008-11-05,269468.7236977059,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,162.2669700000,11482.6119316358,6505.7254644898,1691.4200000000,1760.6090000000
2008-11-06,269476.4228040972,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,160.1713250000,10979.3884793885,6175.8121758122,1649.7760000000,1717.7220000000
2008-11-07,269484.1221304631,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,160.4302720000,11244.3604147186,6354.4901678395,1677.8270000000,1747.7130000000
2008-11-10,269491.8216768096,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,163.4023890000,11036.8226315143,6275.0706552162,1801.6650000000,1874.8010000000
2008-11-11,269499.5214431433,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,160.2947840000,10789.8005705784,6135.4236339562,1781.3610000000,1843.6070000000
2008-11-12,269507.2214294702,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,157.3617830000,10238.8269682566,5820.7670873627,1801.8230000000,1859.1100000000
2008-11-13,269514.9216357968,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,154.5620870000,10905.4523846926,6224.1057829564,1874.0820000000,1927.6130000000
2008-11-14,269522.6220621293,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,162.6485860000,10351.3105904993,5959.5187563550,1943.6540000000,1986.4380000000
2008-11-17,269530.3227084739,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,162.6034450000,10117.8325903372,5807.9997815387,1987.2250000000,2030.4850000000
2008-11-18,269538.0235748370,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,160.5274540000,10128.3740875539,5866.4226648549,1839.8190000000,1902.4300000000
2008-11-19,269545.7246612249,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,161.3593970000,9467.1719758271,5507.7332787053,1953.1630000000,2017.4740000000
2008-11-20,269553.4259676437,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,164.2812710000,8995.0518056809,5142.5681401897,1932.4280000000,1983.7600000000
2008-11-21,269561.1274941000,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,173.6581880000,9456.6531638306,5465.0964211792,1920.7350000000,1969.3890000000
2008-11-24,269568.8292405998,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,179.5471020000,10051.5544872889,5816.5069957049,1837.6420000000,1897.0600000000
2008-11-25,269576.5312071495,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,179.3227110000,9998.2252438583,5852.5314165967,1834.2940000000,1888.7150000000
2008-11-26,269584.2333937554,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,177.2444580000,10462.2339372170,6061.6903735976,1843.4950000000,1897.8840000000
2008-11-27,269591.9358004238,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,177.2444580000,10462.2339372170,6061.6903735976,1870.4730000000,1917.8610000000
2008-11-28,269599.6384271610,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,178.8590270000,10495.4616288925,6125.7074117615,1829.9240000000,1871.1560000000
2008-12-01,269603.4898505671,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,171.2147800000,9625.3993170302,5619.4233311302,1864.2050000000,1894.6150000000
2008-12-02,269607.3413289935,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,172.6153400000,9984.7797191479,5845.7586380259,1868.6310000000,1889.6380000000
2008-12-03,269611.1928624411,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,169.6930160000,10272.0859001273,5993.3234676670,1952.6680000000,1965.4140000000
2008-12-04,269615.0444509105,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,168.7858430000,9947.9055555938,5816.5477280078,1982.9280000000,2001.5040000000
2008-12-05,269618.8960944027,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,165.6513390000,10385.8989974058,6028.4332142882,2013.1750000000,2018.6560000000
2008-12-08,269622.7477929184,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,169.4999620000,10813.5590888138,6258.7289902235,2095.0360000000,2090.7730000000
2008-12-09,269626.5995464582,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,170.4429250000,10635.6625379762,6108.2853332967,2040.8470000000,2037.7400000000
2008-12-10,269630.4513550232,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,177.8794840000,10744.3223543784,6171.7329087253,2096.3930000000,2079.1170000000
2008-12-11,269634.3032186140,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,181.4285470000,10330.9171131421,5985.2149248414,2046.3370000000,2031.6810000000
2008-12-12,269638.1551372313,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,179.8877470000,10542.6950684613,6019.7343661259,1960.3800000000,1954.2150000000
2008-12-15,269642.0071108761,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,183.6949440000,10332.1574134329,5949.7208617324,1975.0340000000,1964.3740000000
2008-12-16,269645.8591395491,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,184.9638770000,10885.1841708887,6252.0881829385,1994.4500000000,1975.0060000000
2008-12-17,269649.7112232511,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,190.4186770000,10795.6743750470,6182.3352085911,2001.4200000000,1976.8190000000
2008-12-18,269653.5633619829,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,188.0544790000,10601.8822051030,6046.0033874228,2045.1020000000,2015.6940000000
2008-12-19,269657.4155557452,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,183.2398670000,10710.1191291250,6078.8716965631,2052.1140000000,2018.4630000000
2008-12-22,269661.2678045388,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,186.0860600000,10498.1365268148,5971.5409279000,2017.5490000000,1987.7550000000
2008-12-23,269665.1201083646,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,184.0692040000,10420.2935274660,5911.3664847244,1918.9550000000,1897.2250000000
2008-12-24,269668.9724672233,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,186.2458440000,10429.8758592387,5937.8954208132,1887.0750000000,1863.8000000000
2008-12-25,269672.8248811157,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,186.2458440000,10429.8758592387,5937.8954208132,1870.7650000000,1852.4190000000
2008-12-26,269676.6773500426,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,191.3686600000,10466.3999179235,5969.7000786567,1862.0960000000,1851.5180000000
2008-12-29,269680.5298740047,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,192.2274020000,10349.7615262321,5957.8696343402,1854.7570000000,1850.4800000000
2008-12-30,269684.3824530029,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,190.4225000000,10599.5256290200,6087.8064785132,1833.4350000000,1832.9100000000
2008-12-31,269688.2350870380,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,193.5549490000,10760.0826948138,6162.8787620341,1817.7220000000,1820.8050000000
2009-01-02,269692.0877761106,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,192.2124780000,11136.5760799110,6357.6755388468,1817.7220000000,1820.8050000000
2009-01-05,269695.9405202217,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,187.9979430000,11121.4110542603,6335.6035713554,1882.9590000000,1880.7160000000
2009-01-06,269699.7933193720,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,189.9354620000,11295.6987777201,6389.6256596757,1942.7950000000,1937.1450000000
2009-01-07,269703.6461735623,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,184.5102180000,10927.9900496832,6196.0540433413,1931.1780000000,1924.0120000000
2009-01-08,269707.4990827933,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,187.3620550000,11051.7934277435,6217.7401716879,1887.9910000000,1878.1810000000
2009-01-09,269711.3520470659,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,187.4717910000,10742.7559760207,6086.0738381194,1918.3650000000,1904.8610000000
2009-01-12,269715.2050663808,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,180.0396780000,10520.7058517875,5949.9668405543,1920.6870000000,1900.3470000000
2009-01-13,269719.0581407389,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,179.9351260000,10568.6656415513,5957.9019306339,1876.1850000000,1863.3670000000
2009-01-14,269722.9112701410,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,177.3423920000,10181.9523998305,5759.4564667605,1955.2440000000,1928.8690000000
2009-01-15,269726.7644545877,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,177.0288200000,10335.3887802677,5768.0580811879,1954.8740000000,1920.2060000000
2009-01-16,269730.6176940799,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,184.2205980000,10456.6712705294,5812.6273469444,1990.2140000000,1954.4380000000
2009-01-19,269734.4709886184,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,184.2205980000,10456.6712705294,5812.6273469444,2012.4650000000,1986.6720000000
2009-01-20,269738.3243382039,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,187.6859980000,9853.3142767265,5506.4931512470,2025.1900000000,1994.1070000000
2009-01-21,269742.1777428373,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,186.5551200000,10305.0339838355,5745.3879080453,2021.7100000000,1985.0160000000
2009-01-22,269746.0312025194,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,188.3717740000,10019.6908266729,5657.6941221515,2044.5510000000,2004.9510000000
2009-01-23,269749.8847172508,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,196.5899300000,10101.6807757005,5688.8581939525,2032.6820000000,1990.6570000000
2009-01-26,269753.7382870325,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,199.4883860000,10184.8990030224,5720.4496656227,2032.6820000000,1990.6570000000
2009-01-27,269757.5919118652,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,197.4462990000,10290.4774278251,5782.9488108751,2032.6820000000,1990.6570000000
2009-01-28,269761.4455917497,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,195.0089500000,10655.8991261060,5977.0107082781,2032.6820000000,1990.6570000000
2009-01-29,269765.2993266867,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,198.7418110000,10310.5810916153,5779.0511617730,2032.6820000000,1990.6570000000
2009-01-30,269769.1531166771,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,203.6164890000,10095.7317323341,5647.3516500048,2032.6820000000,1990.6570000000
2009-02-02,269773.0069617216,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,199.3642560000,10234.9105901529,5653.1952634354,2057.0630000000,2011.6830000000
2009-02-03,269776.8608618210,1.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,195.8825220000,10371.9765787458,5735.6763708000,2108.9100000000,2060.8080000000
